,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.6_5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5_1,Q3.5_2,Q3.5_3,Q3.5_4,Q3.6_1,Q3.6_2,Q3.6_3,Q3.6_4,1_Q5.2,2_Q5.2,3_Q5.2,4_Q5.2,5_Q5.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,investExtra1,profile1b,profile2b,profile3b,profile4b,profile5b,profile1a,profile2a,profile3a,profile4a,profile5a,seed1,seed2,seed3,seed4,seed5,minutes,Q6.9_agg
27,20/06/2023 12:42,20/06/2023 12:47,IP Address,100,296,TRUE,20/06/2023 12:47,R_278PutSXYGHsML1,email,EN,Consent to participate in this short survey,Junior Faculty,University,United States,American,0,7,5,5,5,3,No,NA,NA,NA,No,No,No,No,No,No,No,No,Profile A,Profile A,Profile B,Profile A,Profile B,3,1,2,4,7,5,6,NA,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",1000 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",638571397,315709074,352650154,184575499,713480001,4.933333333,Woman
28,20/06/2023 13:19,20/06/2023 13:27,IP Address,100,492,TRUE,20/06/2023 13:27,R_1DTNKljl0mTvF0t,email,EN,Consent to participate in this short survey,Junior Faculty,University,United States,American,1,8,NA,NA,NA,NA,No,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile A,Profile A,Profile A,Profile B,Profile B,3,2,1,7,5,4,6,NA,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure,1500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,669850331,337071547,262712523,633884771,891601617,8.2,Woman
29,20/06/2023 15:32,20/06/2023 15:46,IP Address,100,792,TRUE,20/06/2023 15:46,R_Z9wGYBvQdyWRBF7,email,EN,Consent to participate in this short survey,Senior Faculty,University,Italy,American,5,7,2,3,0,0,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,Profile A,Profile A,Profile B,Profile B,Profile A,6,3,1,5,7,4,2,100,500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure,738823824,52219375,338369078,16557906,429820385,13.2,Woman
30,20/06/2023 15:46,20/06/2023 15:51,IP Address,100,283,TRUE,20/06/2023 15:51,R_3I9LkhWhMCtjFbT,email,EN,Consent to participate in this short survey,Senior Faculty,University,Germany,German,10,9,5,5,2,5,Yes,Yes,Yes,NA,Yes,Yes,No,No,Yes,No,No,No,Profile A,Profile B,Profile A,Profile B,Profile A,3,4,2,5,6,1,7,100,"500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",1500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,264302012,588571897,587013530,607124334,890970180,4.716666667,Woman
31,20/06/2023 15:54,20/06/2023 15:57,IP Address,100,214,TRUE,20/06/2023 15:58,R_1pPyuUmLaYRsPhn,email,EN,Consent to participate in this short survey,Senior Faculty,University,Canada,Canadian,6,9,9,9,10,10,No,NA,NA,NA,Yes,Yes,No,No,Yes,No,No,No,Profile B,Profile B,Profile A,Profile B,Profile B,4,1,2,5,7,3,6,NA,1500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",236724249,508115890,694892684,962389777,49023533,3.566666667,Man
32,20/06/2023 17:49,20/06/2023 17:52,IP Address,100,218,TRUE,20/06/2023 17:52,R_3jfdLdaIyWIj3zR,email,EN,Consent to participate in this short survey,Student,University,N/A,N/A,2,0,2,1,NA,NA,Do not know,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile A,Profile B,Profile B,Profile B,2,3,1,5,4,6,7,NA,2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",499508592,568470093,807108961,907820976,817093455,3.633333333,N/A
33,20/06/2023 17:49,20/06/2023 17:54,IP Address,100,297,TRUE,20/06/2023 17:54,R_1jg2YUFyRsrfgT4,email,EN,Consent to participate in this short survey,Student,University,Finland,Finnish,1,6,8,6,9,8,No,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,Yes,No,Profile A,Profile B,Profile A,Profile B,Profile A,6,1,3,4,5,2,7,NA,"500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership,1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,662825384,617588833,126286129,308936182,146942001,4.95,Man
34,20/06/2023 17:50,20/06/2023 17:54,IP Address,100,233,TRUE,20/06/2023 17:54,R_3ktfAxd8y7Ml3p8,email,EN,Consent to participate in this short survey,Post Doc,University,Switzerland,Swiss,3,1,0,0,0,0,No,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile B,Profile A,Profile B,2,3,1,6,4,5,7,NA,"500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,563006226,787926310,105830841,123478240,488334625,3.883333333,Man
35,20/06/2023 17:49,20/06/2023 17:54,IP Address,100,300,TRUE,20/06/2023 17:54,R_2pJNL7hEnkrgUt6,email,EN,Consent to participate in this short survey,Post Doc,University,United States,Portuguese,2,7,8,7,NA,NA,Do not know,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile A,Profile B,Profile B,Profile A,3,5,1,4,6,2,7,NA,500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,309495466,456902469,379803157,265349688,768316859,5,Man
36,20/06/2023 17:49,20/06/2023 17:54,IP Address,100,320,TRUE,20/06/2023 17:54,R_3qVZ3iKMLVZRIkt,email,EN,Consent to participate in this short survey,Post Doc,Research Institute,Germany,German,1,5,5,5,1,4,Yes,Yes,No,NA,No,No,No,No,Yes,Yes,Yes,No,Profile A,Profile B,Profile A,Profile A,Profile B,3,6,1,4,5,2,7,100,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",695834456,945036084,223284303,273089041,605542067,5.333333333,Man
37,20/06/2023 17:50,20/06/2023 17:55,IP Address,100,298,TRUE,20/06/2023 17:55,R_3MsugOrYPHXdJ6O,email,EN,Consent to participate in this short survey,Junior Faculty,University,United Kingdom,South African,1,8,6,4,1,NA,No,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile A,Profile B,Profile B,Profile B,Profile A,2,3,1,4,6,5,7,NA,500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",183099819,693341790,16725297,420242340,49316894,4.966666667,Man
38,20/06/2023 17:49,20/06/2023 17:56,IP Address,100,427,TRUE,20/06/2023 17:56,R_3MERxr4d7vZZ16o,email,EN,Consent to participate in this short survey,Senior Faculty,University,Switzerland,Swiss,6,7,2,3,2,0,Yes,Yes,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile A,Profile B,Profile B,6,3,1,4,2,5,7,200,"2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Private-for-profit ownership structure,500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,798999985,270686016,255297480,284198750,658729711,7.116666667,Woman
39,20/06/2023 17:51,20/06/2023 17:58,IP Address,100,434,TRUE,20/06/2023 17:58,R_33ebrUYhkvZZYqB,email,EN,Consent to participate in this short survey,Post Doc,University,Switzerland,N/A,2,10,6,4,2,4,Do not know,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,Profile B,Profile B,Profile A,Profile A,Profile B,4,2,1,6,5,3,7,NA,1500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,363745253,313799340,589406696,158980367,679339359,7.233333333,Man
40,20/06/2023 17:53,20/06/2023 17:59,IP Address,100,355,TRUE,20/06/2023 17:59,R_30cRa0UH4I9VEJL,email,EN,Consent to participate in this short survey,Senior Faculty,University,United Kingdom,British,2,0,0,2,2,3,Do not know,NA,NA,NA,Yes,No,No,No,Yes,Yes,Yes,No,Profile A,Profile B,Profile B,Profile B,Profile A,3,1,2,4,5,6,7,NA,2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",26540542,502369225,769596577,779329993,17222761,5.916666667,Woman
41,20/06/2023 17:53,20/06/2023 17:59,IP Address,100,357,TRUE,20/06/2023 17:59,R_sXQ1mORedPlegal,email,EN,Consent to participate in this short survey,Junior Faculty,University,Turkey,Turkish,1,7,8,7,NA,NA,No,NA,NA,NA,No,No,No,No,Yes,No,No,No,Profile B,Profile B,Profile B,Profile B,Profile A,2,3,1,5,7,4,6,NA,"1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,23422075,190858565,880948382,827220783,862466052,5.95,Man
42,20/06/2023 17:49,20/06/2023 17:59,IP Address,100,586,TRUE,20/06/2023 17:59,R_2QtWizyIxBxx7Gq,email,EN,Consent to participate in this short survey,Senior Faculty,University,United Kingdom,German,5,8,6,4,4,5,Yes,Yes,Yes,NA,Yes,Yes,No,No,Yes,Yes,No,No,Profile A,Profile B,Profile A,Profile A,Profile A,5,4,1,7,2,3,6,1000,1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,287989874,27920262,748327959,837300943,126456281,9.766666667,N/A
43,20/06/2023 17:51,20/06/2023 17:59,IP Address,100,488,TRUE,20/06/2023 17:59,R_3eyvJfpKmI2Xsif,email,EN,Consent to participate in this short survey,Junior Faculty,University,United States,Albanian,0,7,NA,NA,NA,NA,Yes,No,NA,No,Yes,Yes,No,No,Yes,Yes,No,No,Profile B,Profile B,Profile A,Profile A,Profile A,2,3,1,6,5,4,7,1000,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,1000 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership,249077459,28248359,307045257,350156583,412149596,8.133333333,Woman
44,20/06/2023 17:51,20/06/2023 17:59,IP Address,100,467,TRUE,20/06/2023 17:59,R_24cj8ts9CfeYuz8,email,EN,Consent to participate in this short survey,Post Doc,University,United Kingdom,Ireland,4,7,7,5,5,5,No,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile B,Profile A,Profile A,2,5,3,6,4,1,7,NA,2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,873477865,899084018,451115404,441891907,916371721,7.783333333,Man
