"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1.2","Q2.1","Q2.2","Q2.3","Q2.4","Q2.5","Q2.6_1","Q2.6_2","Q2.6_3","Q2.6_4","Q2.6_5","Q3.1","Q3.2","Q3.3","Q3.4","Q3.5_1","Q3.5_2","Q3.5_3","Q3.5_4","Q3.6_1","Q3.6_2","Q3.6_3","Q3.6_4","1_Q5.2","2_Q5.2","3_Q5.2","4_Q5.2","5_Q5.2","Q7.1_1","Q7.1_2","Q7.1_3","Q7.1_4","Q7.1_5","Q7.1_6","Q7.1_7","investExtra1","profile1b","profile2b","profile3b","profile4b","profile5b","profile1a","profile2a","profile3a","profile4a","profile5a","seed1","seed2","seed3","seed4","seed5","minutes","AgeNum","Q6.8_10_aggregated","Q6.9_agg"
"162","2023-07-01 11:05:42","2023-07-01 11:14:19","IP Address","100",516,"True","2023-07-01 11:14:20","R_3MRkuyxFqMCzlRg","email","EN","Consent to participate in this short survey","Senior Faculty","University","Germany","German","2",8,3,5,5,4,"No",NA,NA,NA,"Yes","No","No","No","Yes","Yes","No","No","Profile A","Profile B","Profile A","Profile A","Profile B","2","4","1","6","3","5","7",NA,"2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","391939193","817446386","40550223","209745388","328025688",8.6,46,"Straight","Man"
"163","2023-06-20 17:54:19","2023-06-20 18:00:13","IP Address","100",354,"True","2023-06-20 18:00:15","R_332Vcf2tTb7yRsS","email","EN","Consent to participate in this short survey","Junior Faculty","University","Germany","German","4",7,5,6,NA,NA,"Yes","Yes","Do not know",NA,"Yes","Yes","No","No","Yes","Yes","No","No","Profile B","Profile B","Profile A","Profile B","Profile B","3","4","1","7","5","2","6","100","2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","609836379","488841584","146733841","553458283","889303286",5.9,33,"Straight","Woman"
"164","2023-06-20 17:51:02","2023-06-20 17:59:11","IP Address","100",488,"True","2023-06-20 17:59:12","R_3eyvJfpKmI2Xsif","email","EN","Consent to participate in this short survey","Junior Faculty","University","United States","Albanian","0",7,NA,NA,NA,NA,"Yes","No",NA,"No","Yes","Yes","No","No","Yes","Yes","No","No","Profile B","Profile B","Profile A","Profile A","Profile A","2","3","1","6","5","4","7","1000","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership","249077459","28248359","307045257","350156583","412149596",8.13333333333333,35,"Straight","Woman"
"165","2023-06-27 15:46:51","2023-07-04 11:19:22","IP Address","54",588751,"False","2023-07-11 11:19:24","R_1rByzQtJu59fDIs","email","EN","Consent to participate in this short survey","Student","University","Denmark","Danish","0",9,NA,NA,NA,NA,"Do not know",NA,NA,NA,"Yes","No","No","No","Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure",NA,NA,NA,NA,"1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership",NA,NA,NA,NA,"380565368","289994755","645191194","200020619","260709503",9812.51666666667,NA,"N/A","N/A"
"166","2023-06-19 08:52:14","2023-06-19 10:08:21","IP Address","100",4566,"True","2023-06-19 10:08:23","R_3fZZaAIuRE6eLuR","email","EN","Consent to participate in this short survey","Senior Faculty","University","Austria","German","11",5,2,3,2,5,"Yes","Yes","Yes",NA,"Yes","Yes","No","No","Yes","Yes","No","No","Profile B","Profile B","Profile A","Profile B","Profile B","6","3","1","5","4","2","7","50","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","204280056","422831324","806814368","997912213","209355236",76.1,43,"Gay","Man"
"167","2023-06-20 18:09:04","2023-06-20 18:17:45","IP Address","100",520,"True","2023-06-20 18:17:46","R_1GWBXdB8IfeID8M","email","EN","Consent to participate in this short survey","Post Doc","University","Germany","German","5",9,8,7,6,5,"Yes","Yes","Yes",NA,"Yes","No","No","No","Yes","Yes","No","No","Profile A","Profile A","Profile A","Profile A","Profile B","7","2","1","6","5","3","4","200","2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","350462601","169162561","294049064","40111968","127441088",8.66666666666667,33,"Straight","Man"
"168","2023-06-20 18:11:58","2023-06-20 18:16:18","IP Address","100",259,"True","2023-06-20 18:16:19","R_3nwI3OWd6eB0XZP","email","EN","Consent to participate in this short survey","Senior Faculty","University","United States","American","3",10,8,8,9,9,"Do not know",NA,NA,NA,"Yes","Yes","Yes","No","Yes","Yes","No","No","Profile A","Profile A","Profile A","Profile B","Profile A","1","2","3","4","5","6","7",NA,"500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","185039230","212983909","894941892","148023275","149289976",4.31666666666667,61,"Bisexual","Man"
"169","2023-06-20 00:06:00","2023-06-20 00:08:14","IP Address","54",133,"False","2023-06-27 00:08:16","R_2VexQDv9ysUpbiF","email","EN","Consent to participate in this short survey","Senior Faculty","University","United States","American","2",3,NA,NA,NA,NA,"Do not know",NA,NA,NA,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","Profile B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",NA,NA,NA,"1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership","500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure",NA,NA,NA,"295945944","230979542","162494174","575440763","559781062",2.21666666666667,NA,"N/A","N/A"
"170","2023-06-20 09:32:11","2023-06-20 09:33:26","IP Address","21",75,"False","2023-06-27 09:33:32","R_YQuxhC5keM6L7Jn","email","EN","Consent to participate in this short survey","Senior Faculty","University","United Kingdom","Dutch","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"279542344","357507489","258048259","791001884","668053498",1.25,NA,"N/A","N/A"
"171","2023-06-21 16:27:37","2023-06-21 16:36:03","IP Address","100",505,"True","2023-06-21 16:36:04","R_3NQZW46NxOuRjqB","email","EN","Consent to participate in this short survey","Post Doc","University","Switzerland","Swiss","2",7,7,7,NA,NA,"Do not know",NA,NA,NA,"Yes","No","No","No","Yes","Yes","No","No","Profile A","Profile B","Profile A","Profile A","Profile A","4","6","1","7","3","2","5",NA,"2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","814261655","478193224","709665249","948410677","980069325",8.41666666666667,33,"Straight","Man"
"172","2023-06-28 18:23:46","2023-06-28 18:30:19","IP Address","100",393,"True","2023-06-28 18:30:20","R_1Id4oNTWmOyz9Dn","email","EN","Consent to participate in this short survey","Senior Faculty","University","Switzerland","Swiss","6",9,5,5,4,4,"Do not know",NA,NA,NA,"Yes","No","No","No","Yes","No","No","No","Profile B","Profile B","Profile A","Profile A","Profile B","3","2","1","5","6","4","7",NA,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","910543378","823908188","121531242","181982415","342311082",6.55,49,"Straight","Man"
"173","2023-06-20 17:50:27","2023-06-20 17:55:26","IP Address","100",298,"True","2023-06-20 17:55:27","R_3MsugOrYPHXdJ6O","email","EN","Consent to participate in this short survey","Junior Faculty","University","United Kingdom","Other","1",8,6,4,1,NA,"No",NA,NA,NA,"Yes","No","No","No","Yes","No","No","No","Profile A","Profile B","Profile B","Profile B","Profile A","2","3","1","4","6","5","7",NA,"500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","183099819","693341790","16725297","420242340","49316894",4.96666666666667,33,"Gay","Man"
"174","2023-06-20 18:14:48","2023-06-20 18:20:17","IP Address","100",328,"True","2023-06-20 18:20:18","R_2dWvgFpgRc4EAdV","email","EN","Consent to participate in this short survey","Post Doc","University","Germany","German","6",7,5,8,9,6,"No",NA,NA,NA,"Yes","No","No","No","Yes","Yes","No","No","Profile B","Profile A","Profile B","Profile B","Profile A","3","6","1","4","7","2","5",NA,"2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1500 conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","874854762","49162048","898404250","45790104","400535641",5.46666666666667,35,"Other","Man"
"175","2023-06-22 14:27:48","2023-06-26 07:41:39","IP Address","100",321231,"True","2023-06-26 07:41:41","R_31bmNZrZc4MQK1n","email","EN","Consent to participate in this short survey","Junior Faculty","University","Ireland","German","8",10,0,0,0,2,"No",NA,NA,NA,"Yes","No","No","No","Yes","Yes","Yes","No","Profile A","Profile A","Profile A","Profile B","Profile B","5","4","1","7","3","2","6",NA,"500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure","2000 + conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership","1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","455851890","881452780","328219532","52219940","845242113",5353.85,31,"Straight","Man"
"176","2023-06-20 23:33:35","2023-06-20 23:34:31","IP Address","21",56,"False","2023-06-27 23:34:32","R_1DGVs9UPwbT9RAt","email","EN","Consent to participate in this short survey","Junior Faculty","University","Denmark","Belgian","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"371758338","294619156","668714371","19075715","876667566",0.933333333333333,NA,"N/A","N/A"
"177","2023-07-05 13:38:45","2023-07-05 13:40:10","IP Address","21",84,"False","2023-07-12 13:40:12","R_27s7n00CmkbHPt5","email","EN","Consent to participate in this short survey","Student","University","Sweden","Swedish","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66336577","257383912","885030945","476113334","639353966",1.4,NA,"N/A","N/A"
"178","2023-06-21 14:31:49","2023-06-21 14:43:23","IP Address","100",693,"True","2023-06-21 14:43:25","R_27qBouQJflh2cPG","email","EN","Consent to participate in this short survey","Senior Faculty","University","United Kingdom","Swiss","11",10,8,8,10,8,"Yes","Yes","Yes",NA,"Yes","Yes","No","No","Yes","Yes","No","No","Profile B","Profile A","Profile B","Profile A","Profile B","5","4","1","6","3","2","7","200","500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","427675325","29500992","515478341","391378642","210079415",11.55,45,"Straight","Man"
"179","2023-06-24 10:16:17","2023-06-24 10:26:52","IP Address","100",634,"True","2023-06-24 10:26:53","R_1KxW6CxCTfy41Yy","email","EN","Consent to participate in this short survey","Senior Faculty","University","Germany","German","11",10,8,10,10,10,"No",NA,NA,NA,"Yes","Yes","No","No","Yes","No","No","No","Profile B","Profile A","Profile A","Profile B","Profile A","1","2","3","4","5","6","7",NA,"500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure","2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure","128068758","94478843","13154640","656527732","858261074",10.5666666666667,55,"Straight","Man"
"180","2023-07-13 10:35:33","2023-07-13 10:40:50","IP Address","100",317,"True","2023-07-13 10:40:52","R_1OH4w3NMCGLjnEM","email","EN","Consent to participate in this short survey","Researcher","Research Institute","Italy","Spanish","1",6,NA,NA,NA,NA,"No",NA,NA,NA,"No","No","No","No","No","No","No","No","Profile A","Profile B","Profile A","Profile A","Profile B","1","5","2","6","7","3","4",NA,"2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership","500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership","15968239","223327556","593883724","417796382","750398500",5.28333333333333,28,"Straight","Man"
"181","2023-07-11 12:44:13","2023-07-11 12:54:31","IP Address","100",618,"True","2023-07-11 12:54:32","R_24cllpQYKHRIxjq","email","EN","Consent to participate in this short survey","Senior Faculty","University","United Kingdom","British","10",9,5,6,8,4,"Yes","No",NA,"No","Yes","Yes","No","No","Yes","Yes","No","No","Profile B","Profile B","Profile B","Profile A","Profile A","4","3","1","7","6","2","5","500","1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure","1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure","625192884","57349503","656855087","598940876","147011682",10.3,43,"Straight","Man"
